"user_id","association_score_id","score","article_id"
"13","297189","2","143"
"13","297190","2","143"
"13","297191","2","143"
"13","297192","2","143"
"13","297193","5","143"
"13","297194","2","143"
"13","297195","2","143"
"13","297196","3","143"
"13","297197","4","143"
"13","297198","2","143"
"13","297199","1","143"
"13","297200","1","143"
"13","297201","2","143"
"13","297202","1","143"
"13","297203","3","143"
"13","297204","3","143"
"13","297205","2","143"
"13","297206","2","143"
"13","297207","1","143"
"13","297208","4","143"
"13","297209","2","143"
"13","297210","1","143"
"13","297211","1","143"
"13","297212","4","143"
"13","297213","4","143"
"13","297214","2","143"
"13","297215","4","143"
"13","297216","2","143"
"13","297217","1","143"
"13","297218","2","143"
"13","297219","2","143"
"13","297220","2","143"
"13","297221","2","143"
"13","297222","2","143"
"13","297223","1","143"
"13","297224","1","143"
"13","297225","1","143"
"13","297226","2","143"
"13","297227","3","143"
"13","297228","2","143"
"13","297229","3","143"
"14","10147","6","130"
"14","10148","1","130"
"14","10149","6","130"
"14","10150","1","130"
"14","10151","1","130"
"14","10152","4","130"
"14","10153","1","130"
"14","10154","1","130"
"14","10155","1","130"
"14","10156","1","130"
"14","10157","1","130"
"14","10158","1","130"
"14","10159","4","130"
"14","10160","4","130"
"14","10161","4","130"
"14","10162","6","130"
"14","10163","1","130"
"14","10164","6","130"
"14","10165","6","130"
"14","10166","6","130"
"14","10167","1","130"
"14","10168","1","130"
"14","10169","6","130"
"14","10170","3","130"
"14","10171","3","130"
"14","10172","1","130"
"14","10173","4","130"
"14","10174","1","130"
"14","10175","3","130"
"14","10176","3","130"
"14","10177","2","130"
"14","10178","3","130"
"14","10179","2","130"
"14","10180","1","130"
"14","10181","1","130"
"14","10182","1","130"
"14","10183","1","130"
"14","10184","1","130"
"14","10185","1","130"
"14","10186","1","130"
"14","10187","1","130"
"14","10188","1","130"
"14","10189","1","130"
"14","10190","1","130"
"14","10191","1","130"
"14","10192","1","130"
"14","10193","1","130"
"14","10194","1","130"
"14","10195","1","130"
"14","10196","1","130"
"14","10197","1","130"
"14","10198","1","130"
"14","10199","1","130"
"14","10200","1","130"
"14","10201","1","130"
"14","10202","1","130"
"14","10203","1","130"
"14","10204","1","130"
"14","10205","1","130"
"14","10206","1","130"
"14","11219","6","133"
"14","11220","1","133"
"14","11221","3","133"
"14","11222","3","133"
"14","11223","3","133"
"14","11224","6","133"
"14","11225","6","133"
"14","11226","6","133"
"14","11227","1","133"
"14","11228","6","133"
"14","11229","6","133"
"14","11230","6","133"
"14","11231","3","133"
"14","11232","3","133"
"14","11233","3","133"
"14","11234","3","133"
"14","11235","3","133"
"14","11236","3","133"
"14","11237","3","133"
"14","11238","3","133"
"14","11239","3","133"
"14","11240","3","133"
"14","11241","6","133"
"14","11242","6","133"
"14","11243","6","133"
"14","11244","3","133"
"14","11245","3","133"
"14","11246","3","133"
"14","11247","6","133"
"14","11248","6","133"
"14","11249","6","133"
"14","11250","6","133"
"14","11251","6","133"
"14","11252","3","133"
"14","11253","6","133"
"14","11254","6","133"
"14","11255","6","133"
"14","11256","1","133"
"14","11257","6","133"
"14","11258","6","133"
"14","11259","6","133"
"14","11260","6","133"
"14","11261","3","133"
"14","11262","6","133"
"14","11263","6","133"
"14","11264","1","133"
"14","11265","6","133"
"14","11266","6","133"
"14","11267","6","133"
"14","11268","3","133"
"14","11269","4","133"
"14","12611","6","139"
"14","12612","3","139"
"14","12613","6","139"
"14","12614","1","139"
"14","12615","3","139"
"14","12616","1","139"
"14","12617","3","139"
"14","12618","3","139"
"14","12619","3","139"
"14","12620","3","139"
"14","12621","3","139"
"14","12622","3","139"
"14","12623","3","139"
"14","12624","3","139"
"14","12625","3","139"
"14","12626","6","139"
"14","12627","3","139"
"14","12628","3","139"
"14","12629","3","139"
"14","12630","3","139"
"14","12631","3","139"
"14","12632","3","139"
"14","12633","3","139"
"14","12634","3","139"
"14","12635","3","139"
"14","12636","6","139"
"14","12637","3","139"
"14","12638","6","139"
"14","12639","6","139"
"14","12640","3","139"
"14","12641","3","139"
"14","12642","3","139"
"14","12643","6","139"
"14","12644","3","139"
"14","12645","3","139"
"14","12646","4","139"
"14","12647","3","139"
"14","12648","3","139"
"14","12649","4","139"
"14","12650","4","139"
"14","12651","3","139"
"14","12652","3","139"
"14","12653","3","139"
"14","12654","3","139"
"14","12655","3","139"
"14","12656","3","139"
"14","12657","3","139"
"14","12658","1","139"
"14","12659","3","139"
"14","12660","3","139"
"14","12661","3","139"
"14","12662","3","139"
"14","12663","3","139"
"14","12664","3","139"
"14","12665","4","139"
"14","12666","3","139"
"14","12667","3","139"
"14","12668","3","139"
"14","12669","3","139"
"14","12670","3","139"
"14","12671","3","139"
"14","12672","3","139"
"14","12673","3","139"
"14","12674","3","139"
"14","12675","3","139"
"14","12676","3","139"
"14","12677","3","139"
"14","12678","3","139"
"14","12679","3","139"
"14","12680","3","139"
"14","12681","3","139"
"14","12682","3","139"
"14","12683","3","139"
"14","12684","3","139"
"14","12685","3","139"
"14","12686","3","139"
"14","12687","3","139"
"14","12688","3","139"
"14","12689","3","139"
"14","12690","3","139"
"14","12691","3","139"
"14","12692","6","139"
"14","12693","3","139"
"14","12694","3","139"
"14","12695","3","139"
"14","12696","6","139"
"14","12697","3","139"
"14","12698","6","139"
"14","12699","3","139"
"14","12700","3","139"
"14","12701","3","139"
"14","12702","3","139"
"14","12703","3","139"
"14","12704","3","139"
"14","12705","3","139"
"14","12706","3","139"
"14","12707","3","139"
"14","12708","3","139"
"14","297233","4","145"
"14","297234","4","145"
"14","297235","6","145"
"14","297236","6","145"
"14","297237","4","145"
"14","297238","6","145"
"14","297239","6","145"
"14","297240","6","145"
"14","297241","6","145"
"14","297242","6","145"
"14","297243","3","145"
"14","297244","3","145"
"14","297245","3","145"
"14","297246","3","145"
"14","297247","3","145"
"14","297248","3","145"
"14","297249","4","145"
"14","297250","4","145"
"14","297251","4","145"
"14","297252","6","145"
"14","297253","3","145"
"14","297254","3","145"
"14","297255","4","145"
"14","297256","4","145"
"14","297257","3","145"
"14","297258","6","145"
"14","297259","6","145"
"14","297260","6","145"
"14","297261","6","145"
"14","297262","6","145"
"14","297263","4","145"
"14","297264","6","145"
"14","297265","6","145"
"14","297266","6","145"
"14","297267","6","145"
"14","297268","4","145"
"14","297269","4","145"
"14","297270","4","145"
"14","297271","4","145"
"14","297272","3","145"
"14","297273","3","145"
"14","297274","3","145"
"14","297275","3","145"
"14","297276","3","145"
"14","297277","3","145"
"14","297278","3","145"
"14","297279","3","145"
"14","297280","3","145"
"14","297281","3","145"
"14","297282","3","145"
"14","297283","3","145"
"14","297284","3","145"
"14","297285","3","145"
"14","297286","3","145"
"14","297287","3","145"
"14","297288","4","145"
"14","297289","2","145"
"14","297290","4","145"
"14","297291","3","145"
"14","297292","3","145"
"14","297293","5","145"
"14","297294","5","145"
"14","297295","6","145"
"14","297296","6","145"
"14","297297","3","145"
"14","297298","3","145"
"14","297299","4","145"
"14","297300","4","145"
"14","297301","4","145"
"14","297302","4","145"
"14","297303","4","145"
"14","297304","4","145"
"14","297305","4","145"
"14","297306","4","145"
"14","297307","4","145"
"14","297308","3","145"
"14","297309","4","145"
"14","297310","4","145"
"14","297311","4","145"
"14","297312","4","145"
"14","297313","6","145"
"14","297314","4","145"
"14","297315","4","145"
"14","297316","4","145"
"14","297317","4","145"
"14","297318","4","145"
"14","297319","4","145"
"14","297320","4","145"
"14","297321","3","145"
"14","297322","3","145"
"14","297323","3","145"
"14","297324","4","145"
"14","297325","3","145"
"14","297326","4","145"
"14","297327","4","145"
"14","297328","4","145"
"14","297329","4","145"
"14","297330","4","145"
"14","297331","3","145"
"14","297332","3","145"
"14","297333","4","145"
"14","297334","3","145"
"14","297335","3","145"
"14","297336","3","145"
"14","297337","4","145"
"14","297338","4","145"
"14","297339","4","145"
"14","297340","4","145"
"14","297341","4","145"
"14","297342","4","145"
"14","297343","4","145"
"14","297344","4","145"
"14","297345","4","145"
"15","11219","4","133"
"15","11220","4","133"
"15","11221","3","133"
"15","11222","5","133"
"15","11223","3","133"
"15","11224","4","133"
"15","11225","4","133"
"15","11226","4","133"
"15","11227","3","133"
"15","11228","5","133"
"15","11229","4","133"
"15","11230","4","133"
"15","11231","4","133"
"15","11232","5","133"
"15","11233","5","133"
"15","11234","4","133"
"15","11235","3","133"
"15","11236","4","133"
"15","11237","4","133"
"15","11238","4","133"
"15","11239","5","133"
"15","11240","5","133"
"15","11241","4","133"
"15","11242","5","133"
"15","11243","5","133"
"15","11244","4","133"
"15","11245","4","133"
"15","11246","4","133"
"15","11247","5","133"
"15","11248","5","133"
"15","11249","4","133"
"15","11250","5","133"
"15","11251","4","133"
"15","11252","4","133"
"15","11253","5","133"
"15","11254","5","133"
"15","11255","4","133"
"15","11256","4","133"
"15","11257","4","133"
"15","11258","4","133"
"15","11259","2","133"
"15","11260","2","133"
"15","11261","3","133"
"15","11262","5","133"
"15","11263","5","133"
"15","11264","4","133"
"15","11265","3","133"
"15","11266","2","133"
"15","11267","2","133"
"15","11268","3","133"
"15","11269","4","133"
"15","12611","4","139"
"15","12612","4","139"
"15","12613","4","139"
"15","12614","5","139"
"15","12615","4","139"
"15","12616","5","139"
"15","12617","5","139"
"15","12618","5","139"
"15","12619","4","139"
"15","12620","4","139"
"15","12621","4","139"
"15","12622","4","139"
"15","12623","3","139"
"15","12624","3","139"
"15","12625","4","139"
"15","12626","5","139"
"15","12627","5","139"
"15","12628","5","139"
"15","12629","4","139"
"15","12630","3","139"
"15","12631","4","139"
"15","12632","5","139"
"15","12633","5","139"
"15","12634","4","139"
"15","12635","4","139"
"15","12636","4","139"
"15","12637","5","139"
"15","12638","5","139"
"15","12639","4","139"
"15","12640","5","139"
"15","12641","5","139"
"15","12642","4","139"
"15","12643","5","139"
"15","12644","6","139"
"15","12645","5","139"
"15","12646","4","139"
"15","12647","5","139"
"15","12648","5","139"
"15","12649","6","139"
"15","12650","4","139"
"15","12651","5","139"
"15","12652","4","139"
"15","12653","5","139"
"15","12654","6","139"
"15","12655","5","139"
"15","12656","4","139"
"15","12657","4","139"
"15","12658","5","139"
"15","12659","4","139"
"15","12660","5","139"
"15","12661","5","139"
"15","12662","4","139"
"15","12663","4","139"
"15","12664","4","139"
"15","12665","5","139"
"15","12666","3","139"
"15","12667","3","139"
"15","12668","3","139"
"15","12669","4","139"
"15","12670","3","139"
"15","12671","4","139"
"15","12672","3","139"
"15","12673","4","139"
"15","12674","4","139"
"15","12675","3","139"
"15","12676","3","139"
"15","12677","4","139"
"15","12678","3","139"
"15","12679","4","139"
"15","12680","5","139"
"15","12681","4","139"
"15","12682","4","139"
"15","12683","4","139"
"15","12684","3","139"
"15","12685","3","139"
"15","12686","4","139"
"15","12687","3","139"
"15","12688","3","139"
"15","12689","4","139"
"15","12690","3","139"
"15","12691","3","139"
"15","12692","4","139"
"15","12693","4","139"
"15","12694","4","139"
"15","12695","3","139"
"15","12696","3","139"
"15","12697","3","139"
"15","12698","3","139"
"15","12699","4","139"
"15","12700","4","139"
"15","12701","4","139"
"15","12702","3","139"
"15","12703","4","139"
"15","12704","4","139"
"15","12705","3","139"
"15","12706","4","139"
"15","12707","3","139"
"15","12708","4","139"
"15","297233","5","145"
"15","297234","5","145"
"15","297235","4","145"
"15","297236","3","145"
"15","297237","3","145"
"15","297238","4","145"
"15","297239","4","145"
"15","297240","4","145"
"15","297241","5","145"
"15","297242","4","145"
"15","297243","5","145"
"15","297244","4","145"
"15","297245","4","145"
"15","297246","4","145"
"15","297247","4","145"
"15","297248","4","145"
"15","297249","4","145"
"15","297250","5","145"
"15","297251","5","145"
"15","297252","4","145"
"15","297253","4","145"
"15","297254","4","145"
"15","297255","4","145"
"15","297256","4","145"
"15","297257","4","145"
"15","297258","3","145"
"15","297259","4","145"
"15","297260","4","145"
"15","297261","5","145"
"15","297262","4","145"
"15","297263","5","145"
"15","297264","4","145"
"15","297265","4","145"
"15","297266","4","145"
"15","297267","5","145"
"15","297268","4","145"
"15","297269","4","145"
"15","297270","5","145"
"15","297271","5","145"
"15","297272","5","145"
"15","297273","3","145"
"15","297274","3","145"
"15","297275","3","145"
"15","297276","3","145"
"15","297277","3","145"
"15","297278","3","145"
"15","297279","4","145"
"15","297280","4","145"
"15","297281","3","145"
"15","297282","3","145"
"15","297283","3","145"
"15","297284","3","145"
"15","297285","3","145"
"15","297286","3","145"
"15","297287","3","145"
"15","297288","4","145"
"15","297289","4","145"
"15","297290","4","145"
"15","297291","4","145"
"15","297292","4","145"
"15","297293","4","145"
